26,91
171,87
317,84
463,80
604,80
746,75
887,72
1029,70
39,235
172,227
316,224
463,226
604,224
749,220
888,219
1025,217
37,376
183,374
323,370
470,374
608,367
747,361
890,355
1029,356
47,514
194,516
331,507
471,509
612,506
748,503
888,496
1023,495
60,656
200,653
340,651
479,647
620,643
752,639
890,635
1029,631
