obj-62,0,0,0,0,1227.0,308.0,150.0,48.0,0
obj-55,0,0,0,0,1157.0,344.0,44.0,22.0,0
obj-53,0,0,0,0,1157.0,308.0,56.0,22.0,0
obj-33,0,0,0,0,1371.0,539.0,80.0,22.0,0
obj-36,0,0,0,0,1371.0,506.0,255.0,22.0,0
obj-51,0,0,0,0,1371.0,409.31396484375,40.0,22.0,0
obj-52,0,0,0,0,1371.0,436.31396484375,67.0,22.0,0
obj-27,0,0,0,0,753.0,375.0,40.0,22.0,0
obj-26,0,0,0,0,1157.0,539.0,80.0,22.0,0
obj-21,0,0,0,0,1157.0,506.0,199.0,22.0,0
obj-113,0,0,0,0,1157.0,471.31396484375,116.0,22.0,0
obj-13,0,0,0,0,1157.0,409.31396484375,40.0,22.0,0
obj-16,0,0,0,0,1157.0,436.31396484375,67.0,22.0,0
obj-14,0,0,0,0,537.0,509.0,150.0,62.0,0
obj-12,0,0,0,0,697.0,509.0,29.5,22.0,0
obj-18,0,0,0,0,697.0,539.0,44.0,22.0,0
obj-10,0,0,0,0,753.0,450.0,55.0,22.0,0
obj-49,0,0,0,0,1205.0,137.0,29.5,22.0,0
obj-37,0,0,0,0,1157.0,137.0,29.5,22.0,0
obj-39,0,0,0,0,1112.0,137.0,29.5,22.0,0
obj-45,0,0,0,0,1067.0,137.0,29.5,22.0,0
obj-46,0,0,0,0,1022.0,137.0,29.5,22.0,0
obj-48,0,0,0,0,977.0,137.0,29.5,22.0,0
obj-35,0,0,0,0,753.0,539.0,72.0,22.0,0
obj-31,0,0,0,0,753.0,509.0,69.0,22.0,0
obj-22,0,0,0,0,753.0,413.0,55.0,22.0,0
obj-17,0,0,0,0,754.0,193.0,44.0,22.0,0
obj-15,0,0,0,0,1356.0,114.0,74.0,22.0,0
obj-6,0,0,0,0,434.0,755.0,83.0,22.0,0
obj-93,0,0,0,0,108.0,31.0,150.0,20.0,0
obj-91,0,0,0,0,349.0,19.0,361.0,62.0,0
obj-86,0,0,0,0,137.0,130.0,74.0,22.0,0
obj-81,0,0,0,0,538.0,128.0,75.0,22.0,0
obj-80,0,0,0,0,442.0,122.0,72.0,22.0,0
obj-77,0,0,0,0,442.0,159.0,50.5,22.0,0
obj-67,0,0,0,0,538.0,87.0,106.0,22.0,0
obj-54,0,0,0,0,1234.5,19.0,241.0,34.0,0
obj-47,0,0,0,0,746.0,27.0,150.0,20.0,0
obj-44,0,0,0,0,934.0,137.0,29.5,22.0,0
obj-43,0,0,0,0,889.0,137.0,29.5,22.0,0
obj-42,0,0,0,0,844.0,137.0,29.5,22.0,0
obj-41,0,0,0,0,799.0,137.0,29.5,22.0,0
obj-40,0,0,0,0,754.0,137.0,29.5,22.0,0
obj-38,0,0,0,0,175.0,677.0,150.0,48.0,0
obj-5,0,0,0,0,754.0,95.0,564.0,22.0,0
obj-2,0,0,0,0,434.0,818.0,32.0,22.0,0
obj-34,0,0,0,0,442.0,87.0,88.0,22.0,0
obj-9,0,0,0,0,434.0,786.0,40.0,22.0,0
obj-8,0,0,0,0,342.0,677.0,24.0,24.0,0
obj-7,0,0,0,0,342.0,713.0,63.0,22.0,0
obj-4,0,0,0,0,1356.0,63.0,29.0,22.0,0
obj-3,0,0,0,0,754.0,65.0,91.0,22.0,0
obj-1,0,0,0,0,137.0,87.0,84.0,22.0,0
