obj-58,0,0,0,0,1405.0,111.50661075115204,89.0,22.0,0
obj-37,0,0,0,0,463.5,34.236010909080505,29.5,22.0,0
obj-55,0,0,0,0,593.333361,192.98403358459473,155.0,22.0,0
obj-56,0,0,0,0,593.333361,133.0,40.0,22.0,0
obj-51,0,0,0,0,593.333361,160.0,67.0,22.0,0
obj-48,0,0,0,0,463.5,94.29222959280014,44.0,22.0,0
obj-45,0,0,0,0,463.5,4.236010909080505,56.0,22.0,0
obj-44,0,0,0,0,463.5,63.236010909080505,50.0,22.0,0
obj-22,0,0,0,0,763.0,1079.1836634874344,37.0,22.0,0
obj-11,0,0,0,0,463.5,252.98403358459473,49.0,22.0,0
obj-12,0,0,0,0,463.5,223.98403358459473,129.0,22.0,0
obj-34,0,0,0,0,463.5,192.98403358459473,116.0,22.0,0
obj-18,0,0,0,0,463.5,129.29222959280014,32.0,22.0,0
obj-21,0,0,0,0,463.5,158.98403358459473,67.0,22.0,0
obj-61,0,0,0,0,242.0,327.0,150.0,20.0,0
obj-59,0,0,0,0,675.5,336.6840341091156,262.0,34.0,0
obj-54,0,0,0,0,254.0,545.2360109090805,153.0,62.0,0
obj-43,0,0,0,0,615.5,365.6836634874344,37.0,22.0,0
obj-42,0,0,0,0,14.0,479.0,150.0,34.0,0
obj-38,0,0,0,0,1623.0,63.236010909080505,150.0,34.0,0
obj-7,0,0,0,0,1623.0,111.50661075115204,112.0,22.0,0
obj-5,0,0,0,0,1504.0,111.50661075115204,109.0,22.0,0
obj-14,0,0,0,0,16.0,454.6836634874344,86.0,22.0,0
obj-108,0,0,0,0,16.0,303.492230117321,49.0,22.0,0
obj-32,0,0,0,0,1100.1225714683533,214.041410446167,70.0,22.0,0
obj-155,0,0,0,0,943.0,71.9590180516243,126.0,20.0,0
obj-153,0,0,0,0,425.0,759.6429224874344,152.0,48.0,0
obj-151,0,0,0,0,687.0,705.5,152.0,34.0,0
obj-147,0,0,0,0,87.0,860.1836634874344,150.0,34.0,0
obj-143,0,0,0,0,181.0,1085.0,150.0,48.0,0
obj-141,0,0,0,0,445.5,545.2360109090805,150.0,34.0,0
obj-139,0,0,0,0,966.6258513331413,405.0,233.0,34.0,0
obj-137,0,0,0,0,1049.5,27.0,101.0,20.0,0
obj-135,0,0,0,0,811.5,1076.1836634874344,150.0,20.0,0
obj-144,0,0,0,0,445.5,584.7098371982574,126.0,22.0,0
obj-20,0,0,0,0,589.0,717.5,90.0,22.0,0
obj-130,0,0,0,0,221.0,605.506610751152,29.5,22.0,0
obj-128,0,0,0,0,221.0,573.1788978874683,34.0,22.0,0
obj-127,0,0,0,0,223.25,531.9410825073719,29.5,22.0,0
obj-122,0,0,0,0,14.0,1128.0,64.0,22.0,0
obj-121,0,0,0,0,197.0,990.0,46.0,22.0,0
obj-120,0,0,0,0,150.75,990.0,46.0,22.0,0
obj-117,0,0,0,0,104.0,990.0,46.0,22.0,0
obj-115,0,0,0,0,61.0,990.0,46.0,22.0,0
obj-107,0,0,0,0,14.0,990.0,46.0,22.0,0
obj-104,0,0,0,0,14.0,903.1836634874344,113.5,22.0,0
obj-94,0,0,0,0,14.0,866.1836634874344,68.0,22.0,0
obj-89,0,0,0,0,137.75,1079.1836634874344,32.0,22.0,0
obj-90,0,0,0,0,335.5,1042.1836634874344,82.0,22.0,0
obj-69,0,0,0,0,106.0,1079.1836634874344,32.0,22.0,0
obj-81,0,0,0,0,253.75,1042.1836634874344,82.0,22.0,0
obj-86,0,0,0,0,74.0,1079.1836634874344,32.0,22.0,0
obj-88,0,0,0,0,172.0,1042.1836634874344,82.0,22.0,0
obj-39,0,0,0,0,42.0,1079.1836634874344,32.0,22.0,0
obj-41,0,0,0,0,94.0,1042.1836634874344,82.0,22.0,0
obj-97,0,0,0,0,16.0,628.7098371982574,106.0,22.0,0
obj-91,0,0,0,0,16.0,557.2360109090805,57.0,22.0,0
obj-83,0,0,0,0,869.8774285316467,129.29222959280014,61.0,22.0,0
obj-80,0,0,0,0,869.8774285316467,94.29222959280014,57.0,22.0,0
obj-35,0,0,0,0,1623.0,160.0,59.0,22.0,0
obj-24,0,0,0,0,1205.0,432.6836634874344,61.0,22.0,0
obj-15,0,0,0,0,1205.0,401.8673269748688,57.0,22.0,0
obj-72,0,0,0,0,943.0,242.70983719825745,73.0,22.0,0
obj-13,0,0,0,0,1253.3774285316467,196.98403358459473,150.0,34.0,0
obj-53,0,0,0,0,16.0,343.1840341091156,119.0,22.0,0
obj-50,0,0,0,0,1427.0,44.44584810733795,186.0,62.0,0
obj-47,0,0,0,0,981.0,464.6836634874344,185.0,20.0,0
obj-46,0,0,0,0,1211.0,464.6836634874344,174.0,20.0,0
obj-31,0,0,0,0,1135.0,1160.1836634874344,50.0,22.0,0
obj-30,0,0,0,0,1042.0,1160.1836634874344,50.0,22.0,0
obj-29,0,0,0,0,949.0,1160.1836634874344,50.0,22.0,0
obj-28,0,0,0,0,856.0,1160.1836634874344,50.0,22.0,0
obj-27,0,0,0,0,766.5,1160.1836634874344,50.0,22.0,0
obj-23,0,0,0,0,763.0,1111.1836634874344,423.0,22.0,0
obj-9,0,0,0,0,224.0,350.2808071374893,199.0,94.72580361366272,0
obj-8,0,0,0,0,425.0,369.00661075115204,23.0,77.0,0
obj-116,0,0,0,0,14.0,1079.1836634874344,32.0,22.0,0
obj-114,0,0,0,0,943.0,486.6836634874344,243.0,22.0,0
obj-113,0,0,0,0,181.0,765.0,29.5,22.0,0
obj-111,0,0,0,0,181.0,713.3163365125656,74.0,22.0,0
obj-112,0,0,0,0,14.0,1042.1836634874344,82.0,22.0,0
obj-96,0,0,0,0,445.5,620.7098371982574,32.0,22.0,0
obj-57,0,0,0,0,332.0,711.5,29.5,22.0,0
obj-36,0,0,0,0,1211.0,486.6836634874344,243.0,22.0,0
obj-33,0,0,0,0,332.0,795.6429224874344,32.0,22.0,0
obj-3,0,0,0,0,332.0,759.6429224874344,82.0,22.0,0
