145,48
283,55
423,55
561,54
707,69
846,69
989,69
1130,77
141,199
281,208
412,207
562,209
705,210
850,213
986,221
1131,224
137,336
282,343
427,348
564,353
696,360
844,365
982,370
1126,374
135,478
276,474
420,476
560,485
701,484
842,494
984,495
1126,501
139,614
267,615
418,614
559,620
702,619
837,625
972,624
1136,632
