150,52
288,55
429,53
567,55
703,67
845,72
987,72
1128,75
148,203
292,209
419,205
566,208
706,211
845,209
983,216
1129,221
150,334
285,342
430,348
565,342
705,356
837,364
972,372
1115,369
149,469
285,468
425,465
555,478
693,479
834,485
975,491
1116,493
153,610
279,604
424,600
557,610
701,608
834,615
967,612
1128,624
